perfume_name,brand_value,main_accord1,main_accord2,main_accord3,season,longevity,rating,voters_num,main_accord1_ratio,main_accord2_ratio,main_accord3_ratio
Active,normal,CITRUSSMELLS,WOODSANDMOSSES,SPICES,summer,moderate,3.94,32,0.45,0.29,0.25
Charismatic,normal,SPICES,MUSKAMBERANIMALICSMELLS,SPICES,spring,moderate,3.74,23,0.34,0.33,0.33
Professional,normal,WOODSANDMOSSES,SPICES,WOODSANDMOSSES,fall,moderate,4.03,34,0.35,0.32,0.32
Aquamarine,normal,CITRUSSMELLS,WOODSANDMOSSES,GREENSHERBSANDFOUGERES,summer,moderate,4,2,0.35,0.35,0.3
Argentum,normal,WOODSANDMOSSES,GREENSHERBSANDFOUGERES,NATURALANDSYNTHETICPOPULARANDWEIRD,winter,moderate,4.67,3,0.41,0.32,0.27
Chypre Green,normal,GREENSHERBSANDFOUGERES,CITRUSSMELLS,GREENSHERBSANDFOUGERES,spring,moderate,4.6,5,0.36,0.35,0.29
Classic Chypre,normal,SPICES,GREENSHERBSANDFOUGERES,WOODSANDMOSSES,spring,moderate,5,2,0.42,0.32,0.26
Floriental,normal,SPICES,SPICES,FLOWERS,fall,long_lasting,3.67,3,0.41,0.31,0.29
Loden,normal,GREENSHERBSANDFOUGERES,WOODSANDMOSSES,FLOWERS,summer,weak,4,1,0.39,0.33,0.29
Mistraal,normal,MUSKAMBERANIMALICSMELLS,SPICES,WOODSANDMOSSES,fall,moderate,4.11,9,0.34,0.33,0.33
Natural Floral,normal,WHITEFLOWERS,SPICES,FLOWERS,fall,weak,3,2,0.48,0.27,0.25
Oriental Amber,normal,SPICES,SPICES,MUSKAMBERANIMALICSMELLS,winter,moderate,4.14,7,0.39,0.33,0.28
Rhodamine,normal,CITRUSSMELLS,WOODSANDMOSSES,SPICES,winter,weak,3,2,0.37,0.32,0.31
Teal,normal,FLOWERS,CITRUSSMELLS,FRUITSVEGETABLESANDNUTS,spring,weak,4,3,0.37,0.33,0.3
Tompion,normal,WOODSANDMOSSES,CITRUSSMELLS,FLOWERS,winter,weak,4,4,0.42,0.29,0.29
White Floral,normal,WHITEFLOWERS,FLOWERS,MUSKAMBERANIMALICSMELLS,fall,moderate,3.33,3,0.51,0.26,0.23
1953 Eau de Toilette,normal,CITRUSSMELLS,WHITEFLOWERS,MUSKAMBERANIMALICSMELLS,summer,weak,3.5,2,0.42,0.32,0.26
1953 Pour Homme,normal,MUSKAMBERANIMALICSMELLS,CITRUSSMELLS,WHITEFLOWERS,summer,moderate,3.33,3,0.4,0.36,0.24
Anjin,normal,CITRUSSMELLS,WOODSANDMOSSES,NATURALANDSYNTHETICPOPULARANDWEIRD,winter,moderate,4,2,0.44,0.28,0.28
Devana,normal,WOODSANDMOSSES,NATURALANDSYNTHETICPOPULARANDWEIRD,GREENSHERBSANDFOUGERES,summer,moderate,3.6,5,0.34,0.33,0.33
Equistem,normal,SPICES,GREENSHERBSANDFOUGERES,GREENSHERBSANDFOUGERES,winter,long_lasting,4.5,6,0.36,0.33,0.32
Green Carnation,normal,SPICES,FLOWERS,MUSKAMBERANIMALICSMELLS,spring,long_lasting,4.12,8,0.42,0.37,0.21
Jacinth,normal,CITRUSSMELLS,WHITEFLOWERS,SWEETSANDGOURMANDSMELLS,summer,moderate,4.5,2,0.37,0.34,0.29
Laughter,normal,GREENSHERBSANDFOUGERES,CITRUSSMELLS,SPICES,summer,moderate,3.85,27,0.35,0.35,0.3
Laughter Jour,normal,FLOWERS,NATURALANDSYNTHETICPOPULARANDWEIRD,CITRUSSMELLS,spring,moderate,4.33,6,0.41,0.3,0.29
Laughter Nuit,normal,SPICES,CITRUSSMELLS,NATURALANDSYNTHETICPOPULARANDWEIRD,summer,moderate,4.12,17,0.37,0.35,0.28
Melodrama,normal,NATURALANDSYNTHETICPOPULARANDWEIRD,WHITEFLOWERS,MUSKAMBERANIMALICSMELLS,winter,moderate,5,4,0.34,0.33,0.33
Santalrosa,normal,WOODSANDMOSSES,NATURALANDSYNTHETICPOPULARANDWEIRD,WHITEFLOWERS,summer,very_weak,4.05,22,0.37,0.35,0.28
Space NK Blue,normal,SPICES,GREENSHERBSANDFOUGERES,WOODSANDMOSSES,summer,long_lasting,4.25,4,0.37,0.32,0.32
Tuberoli,normal,WHITEFLOWERS,FRUITSVEGETABLESANDNUTS,FLOWERS,summer,weak,3.83,24,0.41,0.31,0.27
Acamar,normal,CITRUSSMELLS,NATURALANDSYNTHETICPOPULARANDWEIRD,MUSKAMBERANIMALICSMELLS,winter,long_lasting,4,1,0.41,0.33,0.26
Altair,normal,CITRUSSMELLS,NATURALANDSYNTHETICPOPULARANDWEIRD,WOODSANDMOSSES,fall,long_lasting,3.43,7,0.37,0.32,0.31
Aludra,normal,FLOWERS,FLOWERS,NATURALANDSYNTHETICPOPULARANDWEIRD,spring,moderate,4.4,5,0.41,0.3,0.29
Arrakis,normal,CITRUSSMELLS,MUSKAMBERANIMALICSMELLS,WOODSANDMOSSES,summer,long_lasting,4.58,40,0.37,0.35,0.29
Errai,normal,WOODSANDMOSSES,CITRUSSMELLS,NATURALANDSYNTHETICPOPULARANDWEIRD,spring,moderate,4.25,4,0.38,0.32,0.3
Hadar,normal,SPICES,SWEETSANDGOURMANDSMELLS,CITRUSSMELLS,spring,moderate,4,3,0.37,0.33,0.3
Kursa,normal,WOODSANDMOSSES,MUSKAMBERANIMALICSMELLS,CITRUSSMELLS,winter,long_lasting,4.5,8,0.46,0.29,0.25
Matar,normal,FRUITSVEGETABLESANDNUTS,MUSKAMBERANIMALICSMELLS,SWEETSANDGOURMANDSMELLS,spring,long_lasting,4.35,17,0.43,0.29,0.29
Sagira,normal,CITRUSSMELLS,NATURALANDSYNTHETICPOPULARANDWEIRD,SWEETSANDGOURMANDSMELLS,spring,moderate,3.2,5,0.4,0.31,0.29
Tabana,normal,SPICES,SPICES,MUSKAMBERANIMALICSMELLS,winter,long_lasting,4.88,8,0.42,0.31,0.27
Zaurac,normal,WOODSANDMOSSES,WOODSANDMOSSES,SPICES,winter,long_lasting,4.81,21,0.37,0.33,0.31
Amethyst Oud & Saffron,normal,FLOWERS,MUSKAMBERANIMALICSMELLS,SPICES,winter,weak,4,1,0.35,0.34,0.31
The Actress,normal,WHITEFLOWERS,SWEETSANDGOURMANDSMELLS,GREENSHERBSANDFOUGERES,winter,moderate,4.18,22,0.46,0.28,0.25
The Mechanic,normal,MUSKAMBERANIMALICSMELLS,RESINSANDBALSAMS,WOODSANDMOSSES,fall,moderate,4.18,22,0.41,0.3,0.29
The Stylist,normal,WOODSANDMOSSES,SWEETSANDGOURMANDSMELLS,SPICES,spring,eternal,4.29,21,0.41,0.34,0.26
The Tycoon,normal,CITRUSSMELLS,SPICES,GREENSHERBSANDFOUGERES,spring,eternal,4.32,25,0.37,0.34,0.3
The Writer,normal,WOODSANDMOSSES,GREENSHERBSANDFOUGERES,NATURALANDSYNTHETICPOPULARANDWEIRD,spring,long_lasting,4.15,27,0.37,0.36,0.27
Smile,normal,CITRUSSMELLS,MUSKAMBERANIMALICSMELLS,NATURALANDSYNTHETICPOPULARANDWEIRD,fall,weak,3.6,15,0.37,0.32,0.31
Stacey,normal,FRUITSVEGETABLESANDNUTS,SWEETSANDGOURMANDSMELLS,NATURALANDSYNTHETICPOPULARANDWEIRD,spring,moderate,3.5,6,0.39,0.34,0.27
Wisteria Hysteria,normal,FLOWERS,MUSKAMBERANIMALICSMELLS,SPICES,spring,weak,3.59,90,0.36,0.35,0.29
Stories No. 01,normal,WOODSANDMOSSES,GREENSHERBSANDFOUGERES,CITRUSSMELLS,spring,moderate,3.73,11,0.45,0.3,0.25
Stories No. 02,normal,SPICES,WOODSANDMOSSES,CITRUSSMELLS,winter,moderate,3.78,9,0.4,0.31,0.29
Tempt,normal,FRUITSVEGETABLESANDNUTS,SPICES,MUSKAMBERANIMALICSMELLS,spring,moderate,3.82,17,0.43,0.29,0.29
Suigeneris Non Binary Essence 10,normal,SPICES,GREENSHERBSANDFOUGERES,CITRUSSMELLS,spring,long_lasting,4,6,0.38,0.33,0.29
Suigeneris Non Binary Essence 27,normal,GREENSHERBSANDFOUGERES,FRUITSVEGETABLESANDNUTS,WHITEFLOWERS,spring,long_lasting,3.33,3,0.42,0.29,0.29
Suigeneris Non Binary Essence 35,normal,WOODSANDMOSSES,NATURALANDSYNTHETICPOPULARANDWEIRD,NATURALANDSYNTHETICPOPULARANDWEIRD,winter,long_lasting,4,5,0.38,0.31,0.31
Abid Ambre Eau de Parfum,normal,CITRUSSMELLS,WOODSANDMOSSES,NATURALANDSYNTHETICPOPULARANDWEIRD,spring,moderate,3.56,9,0.41,0.32,0.27
Wood De Amber,normal,WOODSANDMOSSES,SPICES,SPICES,winter,moderate,4.5,2,0.41,0.32,0.27
Abid Ambre,normal,CITRUSSMELLS,MUSKAMBERANIMALICSMELLS,FLOWERS,winter,moderate,4.17,6,0.33,0.33,0.33
Blue Eyes,normal,WOODSANDMOSSES,CITRUSSMELLS,SPICES,summer,long_lasting,4,2,0.4,0.34,0.27
Golden Dust,normal,FRUITSVEGETABLESANDNUTS,WHITEFLOWERS,SPICES,winter,eternal,4.41,22,0.38,0.32,0.3
Night Illusion,normal,MUSKAMBERANIMALICSMELLS,SPICES,FRUITSVEGETABLESANDNUTS,fall,moderate,4.6,5,0.35,0.35,0.3
Detroit,normal,CITRUSSMELLS,WOODSANDMOSSES,MUSKAMBERANIMALICSMELLS,spring,moderate,3.5,4,0.4,0.31,0.29
Soho,normal,MUSKAMBERANIMALICSMELLS,MUSKAMBERANIMALICSMELLS,WOODSANDMOSSES,spring,weak,2.33,6,0.44,0.3,0.26
Neon Blue,normal,NATURALANDSYNTHETICPOPULARANDWEIRD,FRUITSVEGETABLESANDNUTS,NATURALANDSYNTHETICPOPULARANDWEIRD,summer,moderate,3.42,31,0.36,0.35,0.29
Neon Orange,normal,CITRUSSMELLS,FRUITSVEGETABLESANDNUTS,SWEETSANDGOURMANDSMELLS,summer,moderate,3.79,39,0.45,0.31,0.24
Neon Pink,normal,FRUITSVEGETABLESANDNUTS,SWEETSANDGOURMANDSMELLS,FLOWERS,spring,moderate,3.61,28,0.4,0.35,0.25
Neon Purple,normal,FRUITSVEGETABLESANDNUTS,SWEETSANDGOURMANDSMELLS,WOODSANDMOSSES,spring,moderate,3.48,94,0.38,0.35,0.27
Steel,normal,CITRUSSMELLS,WOODSANDMOSSES,SPICES,spring,moderate,3.61,23,0.44,0.28,0.28
Superdry Double Dry,normal,CITRUSSMELLS,SPICES,GREENSHERBSANDFOUGERES,winter,moderate,2.83,6,0.42,0.31,0.27
Superdry Dry,normal,CITRUSSMELLS,GREENSHERBSANDFOUGERES,WOODSANDMOSSES,winter,long_lasting,2,3,0.44,0.3,0.26
Superdry Dry Oil,normal,FLOWERS,NATURALANDSYNTHETICPOPULARANDWEIRD,FLOWERS,fall,long_lasting,4,24,0.36,0.35,0.29
Kisu,normal,WOODSANDMOSSES,WHITEFLOWERS,SWEETSANDGOURMANDSMELLS,fall,moderate,4.03,194,0.45,0.29,0.26
Elegant Rose,normal,FLOWERS,NATURALANDSYNTHETICPOPULARANDWEIRD,SPICES,spring,moderate,4.05,19,0.42,0.29,0.29
Eton College,normal,CITRUSSMELLS,FLOWERS,WOODSANDMOSSES,summer,moderate,4.07,29,0.43,0.33,0.24
Jermyn Street Collection Cologne,normal,CITRUSSMELLS,SPICES,GREENSHERBSANDFOUGERES,spring,long_lasting,4.07,46,0.34,0.34,0.32
Mr Taylors,normal,GREENSHERBSANDFOUGERES,SPICES,FLOWERS,spring,weak,4.21,28,0.36,0.36,0.28
No 74 Original,normal,CITRUSSMELLS,FLOWERS,WHITEFLOWERS,spring,weak,3.62,13,0.44,0.3,0.26
No 74 Victorian Lime,normal,CITRUSSMELLS,FLOWERS,WOODSANDMOSSES,summer,moderate,3.89,9,0.44,0.29,0.27
Shaving Shop,normal,GREENSHERBSANDFOUGERES,CITRUSSMELLS,WOODSANDMOSSES,winter,moderate,4.6,15,0.37,0.33,0.3
St James,normal,CITRUSSMELLS,GREENSHERBSANDFOUGERES,NATURALANDSYNTHETICPOPULARANDWEIRD,summer,moderate,3.73,15,0.4,0.35,0.25
Endurance,normal,WOODSANDMOSSES,SPICES,CITRUSSMELLS,winter,moderate,3.88,8,0.38,0.37,0.25
Est. 88,normal,FLOWERS,CITRUSSMELLS,GREENSHERBSANDFOUGERES,spring,weak,3.7,10,0.41,0.32,0.27
Langley,normal,WOODSANDMOSSES,CITRUSSMELLS,GREENSHERBSANDFOUGERES,summer,weak,3.75,4,0.38,0.36,0.27
Second Skin,normal,GREENSHERBSANDFOUGERES,SPICES,CITRUSSMELLS,winter,moderate,3.86,7,0.39,0.35,0.26
Secondscent,normal,SPICES,NATURALANDSYNTHETICPOPULARANDWEIRD,WHITEFLOWERS,winter,weak,4.18,33,0.38,0.34,0.28
Ted Baker Woman,normal,CITRUSSMELLS,WHITEFLOWERS,FLOWERS,spring,moderate,3.49,35,0.41,0.32,0.27
Ted Baker Woman Limited Editon,normal,SPICES,CITRUSSMELLS,FRUITSVEGETABLESANDNUTS,winter,moderate,4,11,0.46,0.29,0.26
W,normal,NATURALANDSYNTHETICPOPULARANDWEIRD,FRUITSVEGETABLESANDNUTS,WOODSANDMOSSES,spring,weak,3.45,75,0.34,0.34,0.33
Skinwear,normal,WOODSANDMOSSES,CITRUSSMELLS,GREENSHERBSANDFOUGERES,summer,moderate,4,63,0.35,0.34,0.31
Skinwear Limited Edition,normal,WOODSANDMOSSES,CITRUSSMELLS,GREENSHERBSANDFOUGERES,summer,moderate,4.2,10,0.36,0.33,0.31
Skinwear Ten for Men,normal,SPICES,SPICES,GREENSHERBSANDFOUGERES,spring,very_weak,4.67,3,0.39,0.37,0.24
Skinwear Ten for Women,normal,WOODSANDMOSSES,WOODSANDMOSSES,SWEETSANDGOURMANDSMELLS,fall,long_lasting,3.9,10,0.44,0.28,0.28
Sweet Treats Cate,normal,WOODSANDMOSSES,WHITEFLOWERS,FRUITSVEGETABLESANDNUTS,summer,weak,3.62,8,0.42,0.34,0.23
Sweet Treats Ella,normal,WHITEFLOWERS,CITRUSSMELLS,WOODSANDMOSSES,fall,weak,3.77,44,0.4,0.31,0.29
Sweet Treats Mia,normal,FRUITSVEGETABLESANDNUTS,FLOWERS,FLOWERS,spring,moderate,3.67,43,0.41,0.31,0.28
Sweet Treats Polly,normal,FRUITSVEGETABLESANDNUTS,SWEETSANDGOURMANDSMELLS,WHITEFLOWERS,summer,moderate,3.93,59,0.45,0.29,0.26
Ginger & Lime,normal,CITRUSSMELLS,WOODSANDMOSSES,GREENSHERBSANDFOUGERES,summer,moderate,4.75,4,0.4,0.3,0.3
Xpec Original,normal,MUSKAMBERANIMALICSMELLS,FLOWERS,WHITEFLOWERS,fall,long_lasting,4.38,13,0.35,0.35,0.3
Xpec Woman,normal,MUSKAMBERANIMALICSMELLS,GREENSHERBSANDFOUGERES,SPICES,winter,weak,2,1,0.44,0.3,0.25
Happiness,normal,FLOWERS,CITRUSSMELLS,FRUITSVEGETABLESANDNUTS,spring,moderate,3.5,4,0.35,0.33,0.32
Button Flower,normal,WHITEFLOWERS,WOODSANDMOSSES,WHITEFLOWERS,fall,very_weak,3.43,14,0.36,0.34,0.3
Bake My Day,normal,SPICES,SPICES,SWEETSANDGOURMANDSMELLS,winter,very_weak,3.27,15,0.37,0.35,0.28
Blissful Mistful,normal,NATURALANDSYNTHETICPOPULARANDWEIRD,WHITEFLOWERS,CITRUSSMELLS,spring,weak,3.85,39,0.36,0.35,0.29
Charriol Eau de Parfum Pour Homme,popular,SPICES,SPICES,MUSKAMBERANIMALICSMELLS,winter,long_lasting,4.18,124,0.34,0.34,0.33
Charriol Eau de Toilette,popular,FRUITSVEGETABLESANDNUTS,FRUITSVEGETABLESANDNUTS,FLOWERS,summer,long_lasting,3.96,306,0.38,0.36,0.26
Charriol Homme Sport,popular,GREENSHERBSANDFOUGERES,SPICES,WOODSANDMOSSES,spring,long_lasting,4.02,51,0.4,0.33,0.27
Charriol Royal Gold Eau de Toilette Intense,popular,SPICES,WOODSANDMOSSES,NATURALANDSYNTHETICPOPULARANDWEIRD,winter,eternal,4.22,99,0.35,0.33,0.32
Imperial Ruby,popular,FRUITSVEGETABLESANDNUTS,NATURALANDSYNTHETICPOPULARANDWEIRD,NATURALANDSYNTHETICPOPULARANDWEIRD,fall,moderate,3.56,170,0.37,0.33,0.3
Imperial Saphir,popular,FLOWERS,WOODSANDMOSSES,SPICES,winter,long_lasting,4,229,0.38,0.33,0.29
Infinite Celtic,popular,SPICES,GREENSHERBSANDFOUGERES,SPICES,fall,long_lasting,3.81,36,0.39,0.32,0.28
Infinite Celtic For Women,popular,SWEETSANDGOURMANDSMELLS,FRUITSVEGETABLESANDNUTS,SPICES,winter,moderate,3.62,39,0.41,0.37,0.22
Infinite Celtic Ultimate,popular,SPICES,SWEETSANDGOURMANDSMELLS,SPICES,winter,long_lasting,4.34,35,0.42,0.3,0.28
Philippe Eau de Parfum Pour Homme,popular,WOODSANDMOSSES,SPICES,CITRUSSMELLS,spring,weak,3.94,34,0.44,0.29,0.27
Philippe II,popular,GREENSHERBSANDFOUGERES,SPICES,WOODSANDMOSSES,fall,long_lasting,4.07,29,0.39,0.34,0.27
Royal Platinum,popular,SPICES,MUSKAMBERANIMALICSMELLS,MUSKAMBERANIMALICSMELLS,fall,long_lasting,4.1,106,0.38,0.35,0.27
Show Off,popular,FRUITSVEGETABLESANDNUTS,WOODSANDMOSSES,FLOWERS,summer,weak,3.17,42,0.36,0.33,0.31
Young For Ever,popular,CITRUSSMELLS,FLOWERS,WOODSANDMOSSES,spring,eternal,3.38,24,0.36,0.36,0.28
Casran,popular,GREENSHERBSANDFOUGERES,SPICES,SWEETSANDGOURMANDSMELLS,fall,moderate,4.32,206,0.35,0.35,0.3
Chopard pour Homme,popular,MUSKAMBERANIMALICSMELLS,SPICES,WOODSANDMOSSES,fall,moderate,3.87,91,0.38,0.32,0.31
Happy Diamonds,popular,MUSKAMBERANIMALICSMELLS,MUSKAMBERANIMALICSMELLS,WHITEFLOWERS,winter,long_lasting,4.34,32,0.38,0.33,0.29
Love Chopard,popular,FLOWERS,SPICES,WOODSANDMOSSES,fall,long_lasting,3.89,452,0.44,0.29,0.27
Mira-Bai,popular,FRUITSVEGETABLESANDNUTS,WOODSANDMOSSES,SPICES,fall,moderate,4.19,303,0.41,0.32,0.27
1000 Miglia,popular,WOODSANDMOSSES,MUSKAMBERANIMALICSMELLS,GREENSHERBSANDFOUGERES,spring,long_lasting,4.04,115,0.36,0.32,0.32
1000 Miglia Chrono,popular,MUSKAMBERANIMALICSMELLS,SPICES,FLOWERS,fall,moderate,4.11,62,0.42,0.32,0.26
1000 Miglia Extreme,popular,FLOWERS,WOODSANDMOSSES,MUSKAMBERANIMALICSMELLS,winter,moderate,3.48,23,0.35,0.35,0.3
Chopard 1927 Vintage Edition,popular,GREENSHERBSANDFOUGERES,FLOWERS,GREENSHERBSANDFOUGERES,fall,moderate,4.22,82,0.34,0.33,0.32
Casmir,popular,SPICES,MUSKAMBERANIMALICSMELLS,SWEETSANDGOURMANDSMELLS,winter,long_lasting,3.88,5964,0.36,0.34,0.29
Casmir Summer Breeze,popular,CITRUSSMELLS,WHITEFLOWERS,SWEETSANDGOURMANDSMELLS,fall,moderate,3.71,7,0.37,0.35,0.28
Magnolia Au Vetiver du Haiti,popular,WOODSANDMOSSES,FLOWERS,GREENSHERBSANDFOUGERES,spring,long_lasting,3.94,81,0.44,0.29,0.27
Neroli a la Cardamome du Guatemala,popular,CITRUSSMELLS,WHITEFLOWERS,FLOWERS,summer,moderate,4.21,108,0.43,0.36,0.21
Vanille de Madagascar,popular,WOODSANDMOSSES,SPICES,GREENSHERBSANDFOUGERES,spring,long_lasting,3.58,103,0.39,0.33,0.28
Vetiver d'Haiti au The Vert,popular,WOODSANDMOSSES,MUSKAMBERANIMALICSMELLS,GREENSHERBSANDFOUGERES,fall,long_lasting,4.01,154,0.49,0.26,0.25
Agar Royal,popular,WOODSANDMOSSES,WOODSANDMOSSES,NATURALANDSYNTHETICPOPULARANDWEIRD,fall,long_lasting,4.31,75,0.42,0.34,0.24
Aigle Imperial,popular,WOODSANDMOSSES,WOODSANDMOSSES,NATURALANDSYNTHETICPOPULARANDWEIRD,fall,long_lasting,4.28,39,0.38,0.34,0.28
Nuit des Rois,popular,WOODSANDMOSSES,SPICES,WOODSANDMOSSES,fall,long_lasting,4.37,43,0.36,0.33,0.31
Or de Calambac,popular,WOODSANDMOSSES,WOODSANDMOSSES,SPICES,fall,moderate,4.26,57,0.4,0.33,0.27
Iris Malika,popular,WOODSANDMOSSES,FLOWERS,MUSKAMBERANIMALICSMELLS,fall,moderate,4.05,22,0.43,0.29,0.28
Enchanted Golden Absolute,popular,WOODSANDMOSSES,SWEETSANDGOURMANDSMELLS,WOODSANDMOSSES,winter,long_lasting,4,54,0.42,0.29,0.29
Enchanted Midnight Spell,popular,WOODSANDMOSSES,NATURALANDSYNTHETICPOPULARANDWEIRD,FRUITSVEGETABLESANDNUTS,fall,moderate,4.36,25,0.36,0.34,0.3
Happy Chopard Bigaradia,popular,CITRUSSMELLS,WHITEFLOWERS,NATURALANDSYNTHETICPOPULARANDWEIRD,summer,moderate,3.9,203,0.45,0.34,0.21
Happy Chopard Felicia Roses,popular,FLOWERS,GREENSHERBSANDFOUGERES,FRUITSVEGETABLESANDNUTS,spring,moderate,3.81,195,0.39,0.31,0.3
Happy Chopard Lemon Dulci,popular,CITRUSSMELLS,GREENSHERBSANDFOUGERES,GREENSHERBSANDFOUGERES,summer,moderate,3.91,295,0.43,0.29,0.28
Happy Spirit,popular,FRUITSVEGETABLESANDNUTS,MUSKAMBERANIMALICSMELLS,MUSKAMBERANIMALICSMELLS,spring,long_lasting,3.86,723,0.43,0.29,0.28
Happy Spirit Amira d’Amour,popular,SWEETSANDGOURMANDSMELLS,SWEETSANDGOURMANDSMELLS,WHITEFLOWERS,winter,long_lasting,3.86,69,0.34,0.33,0.33
Happy Spirit Elixir d'Amour,popular,WHITEFLOWERS,FLOWERS,MUSKAMBERANIMALICSMELLS,spring,long_lasting,3.95,99,0.38,0.38,0.24
Happy Spirit Forever,popular,WHITEFLOWERS,CITRUSSMELLS,SPICES,fall,long_lasting,3.92,26,0.39,0.33,0.28
Happy Spirit Magical Nights,popular,SWEETSANDGOURMANDSMELLS,FRUITSVEGETABLESANDNUTS,FLOWERS,winter,long_lasting,4.25,314,0.4,0.3,0.3
Infiniment,popular,CITRUSSMELLS,SPICES,WOODSANDMOSSES,spring,long_lasting,3.98,263,0.35,0.33,0.32
Infiniment Eau de Toilette,popular,FLOWERS,NATURALANDSYNTHETICPOPULARANDWEIRD,NATURALANDSYNTHETICPOPULARANDWEIRD,fall,long_lasting,3.67,6,0.38,0.33,0.29
Madness,popular,WOODSANDMOSSES,FLOWERS,FLOWERS,winter,long_lasting,3.7,815,0.38,0.32,0.3
Madness Natural Black,popular,SPICES,FLOWERS,WOODSANDMOSSES,fall,long_lasting,3.82,22,0.37,0.33,0.3
Chopard Rose Malaki,popular,FLOWERS,WOODSANDMOSSES,SPICES,fall,moderate,4.08,167,0.36,0.34,0.3
Noble Cedar,popular,WOODSANDMOSSES,MUSKAMBERANIMALICSMELLS,NATURALANDSYNTHETICPOPULARANDWEIRD,fall,long_lasting,3.96,184,0.43,0.3,0.27
Noble Vetiver,popular,GREENSHERBSANDFOUGERES,WOODSANDMOSSES,SPICES,spring,moderate,4.13,324,0.39,0.34,0.27
Brilliant Wish,popular,MUSKAMBERANIMALICSMELLS,WHITEFLOWERS,WOODSANDMOSSES,fall,moderate,3.82,356,0.38,0.31,0.31
Wish Magical Nights,popular,SPICES,FRUITSVEGETABLESANDNUTS,SWEETSANDGOURMANDSMELLS,winter,long_lasting,4.1,124,0.38,0.31,0.31
Wish Pure,popular,FRUITSVEGETABLESANDNUTS,WOODSANDMOSSES,SWEETSANDGOURMANDSMELLS,winter,moderate,3.91,204,0.35,0.33,0.32
Wish Turquoise Diamond,popular,FLOWERS,FRUITSVEGETABLESANDNUTS,NATURALANDSYNTHETICPOPULARANDWEIRD,summer,weak,3.84,109,0.39,0.38,0.24
Davidoff,popular,MUSKAMBERANIMALICSMELLS,SPICES,GREENSHERBSANDFOUGERES,fall,long_lasting,4.37,234,0.37,0.32,0.31
Zino Davidoff,popular,WOODSANDMOSSES,GREENSHERBSANDFOUGERES,WOODSANDMOSSES,winter,long_lasting,4.18,3376,0.45,0.28,0.27
Adventure Amazonia,popular,GREENSHERBSANDFOUGERES,GREENSHERBSANDFOUGERES,SPICES,summer,weak,4.04,83,0.4,0.33,0.28
Adventure Eau Fraiche,popular,CITRUSSMELLS,GREENSHERBSANDFOUGERES,SPICES,summer,weak,4.13,91,0.4,0.31,0.29
Champion,popular,CITRUSSMELLS,GREENSHERBSANDFOUGERES,WOODSANDMOSSES,spring,moderate,3.45,796,0.38,0.36,0.26
Champion Energy,popular,CITRUSSMELLS,SPICES,GREENSHERBSANDFOUGERES,summer,moderate,3.39,292,0.47,0.27,0.26
Cool Water Caribbean Summer Edition,popular,GREENSHERBSANDFOUGERES,CITRUSSMELLS,SPICES,summer,moderate,3.81,68,0.38,0.34,0.29
Cool Water Woman Caribbean Summer Edition,popular,GREENSHERBSANDFOUGERES,NATURALANDSYNTHETICPOPULARANDWEIRD,FRUITSVEGETABLESANDNUTS,summer,moderate,3.93,28,0.35,0.33,0.32
Davidoff Cool Water Woman Sea Rose Caribbean Summer Edition,popular,FLOWERS,CITRUSSMELLS,WOODSANDMOSSES,summer,moderate,3.85,54,0.47,0.26,0.26
Cool Water,popular,NATURALANDSYNTHETICPOPULARANDWEIRD,FRUITSVEGETABLESANDNUTS,FLOWERS,summer,moderate,3.55,7542,0.33,0.33,0.33
Cool Water Aquaman Collector,popular,CITRUSSMELLS,WOODSANDMOSSES,SPICES,summer,moderate,4.1,133,0.44,0.31,0.24
Cool Water Deep,popular,WOODSANDMOSSES,GREENSHERBSANDFOUGERES,SPICES,summer,moderate,3.94,206,0.41,0.33,0.26
Cool Water Deep Sea Scent and Sun,popular,CITRUSSMELLS,WOODSANDMOSSES,MUSKAMBERANIMALICSMELLS,summer,moderate,4.35,17,0.36,0.34,0.3
Cool Water Freeze Me,popular,GREENSHERBSANDFOUGERES,SPICES,CITRUSSMELLS,summer,moderate,3.98,55,0.36,0.33,0.31
Cool Water Frozen,popular,FRUITSVEGETABLESANDNUTS,FLOWERS,SWEETSANDGOURMANDSMELLS,summer,moderate,3.98,50,0.37,0.36,0.27
Cool Water Happy Summer Man,popular,CITRUSSMELLS,FRUITSVEGETABLESANDNUTS,SWEETSANDGOURMANDSMELLS,summer,moderate,3.88,16,0.42,0.32,0.26
Cool Water Happy Summer Woman,popular,FRUITSVEGETABLESANDNUTS,SWEETSANDGOURMANDSMELLS,FRUITSVEGETABLESANDNUTS,summer,moderate,3.9,10,0.42,0.3,0.28
Cool Water Intense,popular,MUSKAMBERANIMALICSMELLS,CITRUSSMELLS,FRUITSVEGETABLESANDNUTS,spring,long_lasting,4.07,961,0.36,0.35,0.29
Cool Water Intense for Her,popular,FLOWERS,FRUITSVEGETABLESANDNUTS,FRUITSVEGETABLESANDNUTS,summer,moderate,3.96,113,0.36,0.36,0.28
Cool Water Into The Ocean for Men,popular,GREENSHERBSANDFOUGERES,CITRUSSMELLS,SPICES,summer,moderate,3.98,62,0.41,0.29,0.29
Cool Water Into The Ocean for Women,popular,FLOWERS,NATURALANDSYNTHETICPOPULARANDWEIRD,FRUITSVEGETABLESANDNUTS,summer,moderate,4,108,0.36,0.33,0.31
